,0,1,2,3,4,5
282287,0,1992577251,Mon Jun 01 08:58:54 PDT 2009,NO_QUERY,charmedmom611,"Mafia Wars it is.. but can some people play fair? i haven't robbed or deliberately attacked anyone., but this TOAD guy's harassing me! "
1191195,4,1983846359,Sun May 31 13:57:04 PDT 2009,NO_QUERY,VioletsCRUK,@Glasgowlassy @karen230683 @chappers67 Oh no not the stroking #pussies topic - il never get in ma bath now!! LOL 
539057,0,2199307619,Tue Jun 16 17:18:52 PDT 2009,NO_QUERY,DeziX0X0,I need to get outta Ohio ASAP this place is seriously stressing me OuT 
22178,0,1557432794,Sun Apr 19 04:04:58 PDT 2009,NO_QUERY,DanaIsAWESOME,i want more sleepy time. 
1185804,4,1982836993,Sun May 31 12:00:05 PDT 2009,NO_QUERY,_nicoleee,I think you guys should go vote for @mileycyrus 
989344,4,1834864439,Mon May 18 04:26:55 PDT 2009,NO_QUERY,RelientKendra,@TheDavidBlaise Your 21! 
408456,0,2059411672,Sat Jun 06 16:52:50 PDT 2009,NO_QUERY,blessedchica66,is stuffed and enjoying the rain. wishin my boyfriend was here so i could cuddle with him 
588346,0,2216621086,Wed Jun 17 19:44:17 PDT 2009,NO_QUERY,Spurge89,Gnight ppl early to bed for me quick long day  well bak to work morrow um... Ya bed it'll be nice
1533324,4,2178461966,Mon Jun 15 07:44:13 PDT 2009,NO_QUERY,Jiaamrol,hehe.. yea! y??? dun tell me u tgk jugak 
1476793,4,2066155525,Sun Jun 07 09:59:40 PDT 2009,NO_QUERY,Chrissy_L,read or listen to the Fever Series by Karen Marie Moning! Its addicting! Dreamfever bk4 comes out in August  can't wait!
1320228,4,2014560338,Wed Jun 03 01:56:36 PDT 2009,NO_QUERY,zaveriaakash,"@rungta hi rungta! no ways yaar... but, the songs are lovely though... "
1149583,4,1978358688,Sat May 30 23:07:17 PDT 2009,NO_QUERY,fleababy,"On my way home after visited my mom. A little tears came down, but it's okay. If she's happy I'm happy  http://myloc.me/2ajU"
631981,0,2232515896,Thu Jun 18 20:01:10 PDT 2009,NO_QUERY,dynsel,"Feels faaaaaatttttt  Tomorrow, hello LONG BEACH!"
1365442,4,2049966473,Fri Jun 05 17:49:23 PDT 2009,NO_QUERY,jbernaber11,@renesandy aww diaz told me u got the swine? I hope u fell better 
1105677,4,1971319559,Sat May 30 06:48:56 PDT 2009,NO_QUERY,babybelf87,@beyoncegisele Sasha Fierce: the real queen B 
1200721,4,1985543232,Sun May 31 17:18:19 PDT 2009,NO_QUERY,urvaksh,@thomaswheatley shhhh...don't tell 72Marietta that 
876609,4,1684764173,Sat May 02 21:58:51 PDT 2009,NO_QUERY,kevinlovesabby,follow jesszlatos here on twitter!!! please? 
317273,0,2002583919,Tue Jun 02 04:37:42 PDT 2009,NO_QUERY,FragileGhost,@JessicAE77 Why what? 
189835,0,1969221128,Fri May 29 23:22:11 PDT 2009,NO_QUERY,dee_voi,The Tiger had a private party in Lux last night. What a pity I was not invited 
1423091,4,2058624669,Sat Jun 06 15:18:32 PDT 2009,NO_QUERY,Arelly,Going for a walk 
1092374,4,1969968535,Sat May 30 01:55:38 PDT 2009,NO_QUERY,DollFaceNerd,Went to Pittsworth with chloe today. Had a good time 
451507,0,2069783440,Sun Jun 07 16:31:09 PDT 2009,NO_QUERY,shibsy,Back from Paris to head straight to mastodon lolz ;) good times.  Came home and realised i'm skint.    Bad times.
391074,0,2054826671,Sat Jun 06 08:09:40 PDT 2009,NO_QUERY,madeline_g89,Don't wanna go back to work!!   Morning Twitter!  
280852,0,1992162983,Mon Jun 01 08:18:29 PDT 2009,NO_QUERY,heartylemon,i think i am gonna have a bad monday! 
1045265,4,1957531326,Fri May 29 00:47:44 PDT 2009,NO_QUERY,jessydb,Caught an old episode of Jonny Quest on Boomerang last night with @an_escapist  We had some great cartoons back then!
923703,4,1754764885,Sun May 10 07:19:01 PDT 2009,NO_QUERY,marctendo,@anonomi Get ready for eveningly updates 
1477587,4,2066321046,Sun Jun 07 10:17:53 PDT 2009,NO_QUERY,nat_jones,getting old dance pics framed today 
622620,0,2229264942,Thu Jun 18 15:30:00 PDT 2009,NO_QUERY,jalant,Damn packing trumps Xsport 
470682,0,2176470354,Mon Jun 15 03:57:56 PDT 2009,NO_QUERY,bevies,Jus saw a dog as road kill..poor thing! 
921701,4,1754244003,Sun May 10 05:33:38 PDT 2009,NO_QUERY,christynn,"Josie, here's my mom.. Don't have a great shot of her on my iPhone. This ones from by wedding in 05  http://tinyurl.com/o6fwyz"
57217,0,1685610758,Sun May 03 01:11:20 PDT 2009,NO_QUERY,SaveMeMLJ,Im up im in so much pain 
182603,0,1967191256,Fri May 29 19:08:07 PDT 2009,NO_QUERY,jeggles,"@Autisticlemon Aw, Ryan why are you so pissed? "
1389807,4,2053159916,Sat Jun 06 03:30:36 PDT 2009,NO_QUERY,Puddy29,@purplepopple Oh its your birthday on sunday? Happy happy birthday! 
1278326,4,2001415835,Tue Jun 02 00:48:45 PDT 2009,NO_QUERY,billingtonart,"@velvetella Hey sleep head, GOOG MORNING from the magical land of Cornwall "
1148169,4,1978173722,Sat May 30 22:37:36 PDT 2009,NO_QUERY,DaisyReyes,@damarisens That's great  How old are you btw? 
508311,0,2189131542,Mon Jun 15 23:18:50 PDT 2009,NO_QUERY,Kelander09,ahhh i cant sleep... this sucks... especially when i gotta work in ohhh 5 hours 
1319645,4,2014500340,Wed Jun 03 01:44:30 PDT 2009,NO_QUERY,psculthorpe,@PaulMuckle I imagine you just triggered several hundred FBI/MI5 alert systems with all those words in a single tweet 
474427,0,2177331024,Mon Jun 15 05:54:52 PDT 2009,NO_QUERY,Strachdan,@unclemush your drunken weekend scares me  and i'm giddy but i'm waiting for it to fail ;-) as is god
102227,0,1794866246,Thu May 14 06:42:54 PDT 2009,NO_QUERY,linnetwoods,@aneD I just has a DM from someone of whom I am very fond to say that she only found out I was online at all through search! 
1478318,4,2066462537,Sun Jun 07 10:34:01 PDT 2009,NO_QUERY,jordandroid,@Sakurina - your desk looks like the desk of an extremely hard worker. 
35563,0,1565285001,Mon Apr 20 06:22:58 PDT 2009,NO_QUERY,EstherM2009,painting some doors  cleaning up my house :| maybe a BBQ tonight??!? 
648756,0,2237110347,Fri Jun 19 05:12:06 PDT 2009,NO_QUERY,duckydynamo,"Also, I work both jobs today. Hanging w/ kenny was fun last night. as usual. And i slept well but...i'm gonna be tired tonight "
724103,0,2261975909,Sat Jun 20 21:40:12 PDT 2009,NO_QUERY,magicmidget,is attempting to be clever. 
789542,0,2325411705,Thu Jun 25 05:24:00 PDT 2009,NO_QUERY,KalieMott,Nah even know how to work this shit!   gota get on off ma ass n walk all the way home 
204807,0,1972710092,Sat May 30 09:44:25 PDT 2009,NO_QUERY,JoshSkolnick,"@liberalchik Sorry. My kids wanted pajama day also, &amp; I foiled them. Maintenance people from the building were coming. Needed clothes on. "
496996,0,2185744786,Mon Jun 15 17:50:28 PDT 2009,NO_QUERY,genolover71,love sid but im worried he might already have a girlfriend  i hope he doesnt but if he does then i hope its not serious or last long!!!
1330685,4,2015859565,Wed Jun 03 05:40:31 PDT 2009,NO_QUERY,irisheyes_1968,@wickedmickey check out some of Lukas' original stuff! http://blip.fm/~7bmps   http://blip.fm/~7bn05  He's my ROCK GOD! and from Canada. 
1540352,4,2180424442,Mon Jun 15 10:27:08 PDT 2009,NO_QUERY,CrystalSmith7,is watching angels and demons  &lt;3 for free at http://FreeTheaters.com.
767024,0,2300247148,Tue Jun 23 13:54:46 PDT 2009,NO_QUERY,Milan_Da_Diva,@whitty876 I kNoW uR nOt cAllinG mE a StRanGeR! wHeRe Da hEll hAvE u BeEn? lOl I miSs ParTyinG w/ U GuyS! yU dAsH mi WeH! 
719633,0,2260661777,Sat Jun 20 19:34:38 PDT 2009,NO_QUERY,suze1229,@sherrrynicole http://twitpic.com/7y1fe - oh.... Steven.....  You look so cold and miserable....  
449800,0,2069337380,Sun Jun 07 15:41:33 PDT 2009,NO_QUERY,gillyheartsyou,"Sad day. Photographer is sick, so family photos are cancelled for now  And we cleaned up so pretty."
1342559,4,2032885730,Thu Jun 04 11:54:41 PDT 2009,NO_QUERY,LilMizG,Heavy rains and thunderstorm last night.....more to come later this afternoon 
727860,0,2262926870,Sat Jun 20 23:32:47 PDT 2009,NO_QUERY,xBite_meeh,@Phillykidd we use to be like bestfriends 
1074661,4,1967021733,Fri May 29 18:49:51 PDT 2009,NO_QUERY,ridingcoach,@CowgirlzRule Thanks for the #ff 
58060,0,1685815663,Sun May 03 02:13:36 PDT 2009,NO_QUERY,AlicexDances,we had to put down our puppy today  hes in doggy heaven now
1257646,4,1997750311,Mon Jun 01 17:23:36 PDT 2009,NO_QUERY,mrsxjonasx26,Got starbucks all over my phone...sticky...nice to know such an amazing coffee shop originated here 
924796,4,1755121520,Sun May 10 08:18:53 PDT 2009,NO_QUERY,deirdreFTW,http://bit.ly/yx9l5 yay it's sheena 
1441629,4,2061849281,Sat Jun 06 21:45:19 PDT 2009,NO_QUERY,TheBeerWench,@BeachBumChris Lol I'm sure lots of people would be all over me driving out there ... indefinitely  @winebratsf #projectmovewench2cali
764559,0,2298904553,Tue Jun 23 12:15:25 PDT 2009,NO_QUERY,kitykat713, How do you just ignore them when theyre online too? God I want my friend back!!!!! :'(
1169010,4,1980211708,Sun May 31 06:03:35 PDT 2009,NO_QUERY,okse,@Robheeney  very good mate 
600175,0,2220845976,Thu Jun 18 04:06:59 PDT 2009,NO_QUERY,Chopstixzz,"While Prince is too skinny TT That's why we have to feed him, he to weak to eat with his mommy  http://twitpic.com/7p9jh"
911579,4,1751988171,Sat May 09 20:46:25 PDT 2009,NO_QUERY,virginia_tech,Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be 
1273349,4,2000829830,Mon Jun 01 23:04:36 PDT 2009,NO_QUERY,shanerzz,"nvm, i fixed it. "
1198670,4,1985183859,Sun May 31 16:36:00 PDT 2009,NO_QUERY,hollyaslterp,@brianxstatic good job hon.  lol 
958353,4,1825714482,Sun May 17 06:37:02 PDT 2009,NO_QUERY,v3lcr0w,Really tired at church. Hanging out with Alisha today 
1537142,4,2179477694,Mon Jun 15 09:09:28 PDT 2009,NO_QUERY,jakeshep,I had chineese for lunch yesterday which means that is my lunch and dinner! 
192490,0,1969866023,Sat May 30 01:31:27 PDT 2009,NO_QUERY,crazymitchell,Postman been but still nothing  grr
370280,0,2050097211,Fri Jun 05 18:03:41 PDT 2009,NO_QUERY,1raymo,@mesthejive I'm so scared. 
1065117,4,1964871600,Fri May 29 14:56:50 PDT 2009,NO_QUERY,kholi,"I'm selling a 2 month old sprint blackberry curve. Who's gonna get it? I've got two batteries, 2 chargers, and a a hard case. "
534996,0,2197756176,Tue Jun 16 15:07:36 PDT 2009,NO_QUERY,NoLeafClover88,"ben woke up for work, and now im awake "
497761,0,2185987288,Mon Jun 15 18:11:40 PDT 2009,NO_QUERY,daylight_dancer,has played three games of solitaire straight and lost all three. 
483219,0,2180296123,Mon Jun 15 10:16:34 PDT 2009,NO_QUERY,AlyssaCheung,@ronniejyoung umm ONE way! if you dont have one  lol invite me to ur patio and to be ur guest at the MMVA's! hehehe
504742,0,2188208826,Mon Jun 15 21:29:19 PDT 2009,NO_QUERY,jonproject,Ok off to bed. Reporting from super hot office tomorrow 
1000843,4,1880037928,Thu May 21 23:54:27 PDT 2009,NO_QUERY,VivaRex_Hylton,A better pic of me relaxin on the couch  http://mypict.me/1nfn
1419273,4,2057938269,Sat Jun 06 13:57:08 PDT 2009,NO_QUERY,pinksugacupcake,@mrscurvy prom pics please 
1169748,4,1980296729,Sun May 31 06:19:25 PDT 2009,NO_QUERY,nooli4,"@smbryar For a second, I thought SA was Say Anything...I've heard rumours that there will be a SA film. Only 6.75 hours to go til House "
807220,4,1468954470,Tue Apr 07 04:34:16 PDT 2009,NO_QUERY,celestialteapot,"@Trekkygeek it is a bit, but still better than nothing "
1281425,4,2001733853,Tue Jun 02 01:53:20 PDT 2009,NO_QUERY,chrisdcope,@evieness I know that feeling well 
221376,0,1976813946,Sat May 30 19:09:20 PDT 2009,NO_QUERY,madelineparks,"Shin splints, ouch "
1167427,4,1980052815,Sun May 31 05:31:03 PDT 2009,NO_QUERY,permanentpaper,@littlefluffycat that is much better advice than &quot;get an octuple shot venti latte&quot;  #littlefluffycatismynewmom 
399687,0,2057220255,Sat Jun 06 12:35:46 PDT 2009,NO_QUERY,FantasyDreamer,"Went to Borders, was going to buy Black and White by Jackie Kessler &amp; Caitlin Kittredge. None to be had!  "
1033893,4,1955889816,Thu May 28 20:48:09 PDT 2009,NO_QUERY,Sizzlesnap,"@wfaaweather Looking good tonight, Pete!! "
1348861,4,2045054330,Fri Jun 05 10:10:17 PDT 2009,NO_QUERY,Mikee_K,o yeah how bout them lakers   kobe is just toooo good
564541,0,2206236482,Wed Jun 17 06:13:36 PDT 2009,NO_QUERY,DIDI1079,@MADAMMEOW ITS OKAY  @ROCKER182 GM
189284,0,1969094130,Fri May 29 23:00:56 PDT 2009,NO_QUERY,designcarter,having hard time falling asleep. Sign that tomorrow will be a bad day for leg  - hope I'm wrong.
1054105,4,1961864085,Fri May 29 10:09:34 PDT 2009,NO_QUERY,sofiiwwcxmc,@jandercyrus http://twitpic.com/66wrp - so cool!  follow me! I already did! 
1252973,4,1996806113,Mon Jun 01 15:43:29 PDT 2009,NO_QUERY,KatieJonas3000,"@tyler1061 so do you, tyler "
1380836,4,2052284739,Sat Jun 06 00:13:24 PDT 2009,NO_QUERY,stacefarmface,Finished one book and got a good start on my last one. Time for bed! Goodnight all 
886267,4,1686685422,Sun May 03 06:24:20 PDT 2009,NO_QUERY,Two_Face1914,Hatton got knocked out in the second round. I'm satisfied 
959325,4,1826003407,Sun May 17 07:27:14 PDT 2009,NO_QUERY,jestdempsey,"Enjoy your may long sunday angie!        its going to be a good one, thats fo sho."
1352980,4,2046615583,Fri Jun 05 12:26:29 PDT 2009,NO_QUERY,tn_femme,@Twofine5 Thank you for the birthday wishes and #FF shout out 
1480978,4,2066974480,Sun Jun 07 11:31:00 PDT 2009,NO_QUERY,DBtrick2_08,Listening to music...talking to my friends....cleaning the house...and realizing ALOT more than I have realized!!! 
818665,4,1553145764,Sat Apr 18 13:29:39 PDT 2009,NO_QUERY,lisa617,"@davidyne I'm sure you'll get the hang of it. Just think Xanga, but a lot more often &amp; only 140 characters. "
1228127,4,1991120573,Mon Jun 01 06:26:35 PDT 2009,NO_QUERY,iluvcheetos,Happy Monday!! Going to look around at cake stuff today!! 
346950,0,2016314990,Wed Jun 03 06:33:40 PDT 2009,NO_QUERY,technicalfault,Manchester - you may enjoy @cornerhousemcr and @whitworthart - there is also @northernquarter but it appears to have died. 
333557,0,2013373090,Tue Jun 02 22:31:15 PDT 2009,NO_QUERY,rok_,just got my laptop back from Apple.. gonna try to retrieve all my lost data now 
175938,0,1965074539,Fri May 29 15:17:17 PDT 2009,NO_QUERY,MisfitGemma,thinks its the perfect weather to go camping and cuddle up with dave under the stars and sleep 
1368845,4,2050680236,Fri Jun 05 19:06:14 PDT 2009,NO_QUERY,trent96,oh well just you  *aLi&amp;Me*
53921,0,1680813269,Sat May 02 12:33:20 PDT 2009,NO_QUERY,Erykah_,FINALLY. 12 hours to go 
722468,0,2261496873,Sat Jun 20 20:53:04 PDT 2009,NO_QUERY,nubianqueenjay,@PrinceSammie I'll always love u!!! Even though you respond to everyone else on ustream but me  Why hurt yuh Caribbean fan like dat?
1456985,4,2063546352,Sun Jun 07 03:05:49 PDT 2009,NO_QUERY,LovesMeTheBooLe,@mamacoosah turn to channel 40 dude nick at nite  it will make everything better
804856,4,1468583495,Tue Apr 07 02:33:11 PDT 2009,NO_QUERY,bigkeefer,@bluegecko7 I totally agree. Hot Rod is funniest film since Something about Mary. Hmm. I can feel a repeat viewing coming on 
546928,0,2201913417,Tue Jun 16 20:57:36 PDT 2009,NO_QUERY,renby,"@gastronomer don't know anyone free fridays, unfortunately "
1114209,4,1972737738,Sat May 30 09:47:33 PDT 2009,NO_QUERY,Anniexx101,Chillaxing 
59455,0,1686152422,Sun May 03 04:02:11 PDT 2009,NO_QUERY,LoiisBabesz,Parents Splitin  Can Sum1 Please Help Me?
1216914,4,1989685008,Mon Jun 01 02:26:20 PDT 2009,NO_QUERY,haneetnart,"movie night w/ Tim, Jenni, &amp; Chhun. Taken is a good movie "
1441141,4,2061774875,Sat Jun 06 21:35:13 PDT 2009,NO_QUERY,pwnzombie,Going shopping with teenagers...god surely invented them to punish us for sex 
1276388,4,2001201530,Tue Jun 02 00:08:34 PDT 2009,NO_QUERY,KarenTweet,"@pfoinkle I think the effect is fantastic on the cheetah, with the dark and light, just looks amazing "
1282855,4,2001878119,Tue Jun 02 02:23:18 PDT 2009,NO_QUERY,oVoballeR,"BTW anyone who's been 2 Guam, I ran from hilton hotel 2 westin hotel and back in 50 minutes "
669642,0,2246318674,Fri Jun 19 17:25:03 PDT 2009,NO_QUERY,Tricioous,@caahh_gs heeey... not with all team  LOL
1567928,4,2188109613,Mon Jun 15 21:19:07 PDT 2009,NO_QUERY,pikosburnsred,ya tiene su boleto para el warped tour en houston 
949101,4,1823628972,Sat May 16 22:30:16 PDT 2009,NO_QUERY,iKATx,currently watching the first episode of skins 
258119,0,1985116698,Sun May 31 16:27:56 PDT 2009,NO_QUERY,HeatherGoswitz,@pickardpink.... Friendship hardrive crashes 
1451265,4,2063024379,Sun Jun 07 01:06:06 PDT 2009,NO_QUERY,Courtneeeyjade,"had a suuper fun night, and is off to have a snack then fall asleep to the tv  gooodnight"
394952,0,2055755659,Sat Jun 06 09:53:53 PDT 2009,NO_QUERY,billamj,"I just got some freaking fantastic news.  The exhaust cam actuator on my trailblazer is shot, can only be fixed by a dealer @ $250 - 500 "
795512,0,2327398734,Thu Jun 25 08:17:49 PDT 2009,NO_QUERY,extremejohn,@dtagurit I was backing into a parking spot 
1331474,4,2016003047,Wed Jun 03 05:58:44 PDT 2009,NO_QUERY,amsaph,woohoo! FedEx tracking says my new laptop is on the truck for delivery  *happy dance* I wish they'd come sooner than later.
39624,0,1573577167,Tue Apr 21 01:50:10 PDT 2009,NO_QUERY,TeddyBearChris,blah asl meeting at starbucks 6:30pm in sparks looks like the num 2 don't stop so now I got to walk from greenbrae &amp; 5th 
529640,0,2195531542,Tue Jun 16 11:15:24 PDT 2009,NO_QUERY,ADrunkReaper,"@Shade360 well its to late to cencel, shopto have despatched my order  from the vids, it looks ok."
646589,0,2236550555,Fri Jun 19 03:59:27 PDT 2009,NO_QUERY,UKbabz,wheres the sun? 
1288589,4,2002501745,Tue Jun 02 04:24:00 PDT 2009,NO_QUERY,sofiagk,@mlazopoulou thanks 
242143,0,1981245536,Sun May 31 08:44:41 PDT 2009,NO_QUERY,pceaudrey,i want my maccccccccc now 
470155,0,2176362187,Mon Jun 15 03:40:03 PDT 2009,NO_QUERY,DiyanaRazinah,@f_nadzirah alum.i cant install the new adobe ahh T__T mcm crash when I run the app.  its a sign!
1268021,4,1999966087,Mon Jun 01 21:09:08 PDT 2009,NO_QUERY,TaiSaintBoogie,@djsilverknight I wish I had a camera... I'll come to your house and cohost tho   (djsilverknight live &gt; http://ustre.am/3eUV)
1072258,4,1966521220,Fri May 29 17:55:14 PDT 2009,NO_QUERY,sylviaaaa,Witnessed a man save his wife from being hit by bus. If I was him.. I would have pushed her.. Ahahahah. I kiiiidddd 
1438786,4,2061395795,Sat Jun 06 20:46:50 PDT 2009,NO_QUERY,kaylaethridge,anna is staying here tooniiiiiight!  much needed hang out time 
1396425,4,2053837017,Sat Jun 06 05:50:58 PDT 2009,NO_QUERY,finenoises,just uploaded a new twitter background  http://www.twitter.com/finenoises 
560980,0,2205316399,Wed Jun 17 04:28:14 PDT 2009,NO_QUERY,TheWalkingEye,"Outhouse Showcase went really well last night. Apologies to Ryan of 3.5 Private sanctuary, hope his computer works soon. "
29875,0,1563613671,Sun Apr 19 23:31:25 PDT 2009,NO_QUERY,Dits,Back to work today  belugh
914286,4,1752824277,Sat May 09 23:07:01 PDT 2009,NO_QUERY,KayViperEtc,Happy Mother's Day mommy and grandma haha  ily
1031561,4,1933074334,Tue May 26 22:55:50 PDT 2009,NO_QUERY,blogofinnocence,"@Lanecat2 no problem, there are many of us "
566712,0,2206941654,Wed Jun 17 07:16:03 PDT 2009,NO_QUERY,darlasm,goodnight  â¥
562209,0,2205601556,Wed Jun 17 05:05:03 PDT 2009,NO_QUERY,joybug82,Rainy. Dreary. Hubbie going out of town. 
401347,0,2057651674,Sat Jun 06 13:24:17 PDT 2009,NO_QUERY,Twistedlilkitty,@bursaar You know that's contagious right? No kissing for you 
826547,4,1556688243,Sat Apr 18 23:53:14 PDT 2009,NO_QUERY,RahkGEDProducer,@WhitneyHJ lmfao..poor audra..now ima play on her fone 
357743,0,2044943230,Fri Jun 05 10:01:15 PDT 2009,NO_QUERY,ericalj,@Kirsten700 Indeed it is.  I think I have to work bingo that night though 
1402918,4,2054794767,Sat Jun 06 08:05:53 PDT 2009,NO_QUERY,CALi_Cutie,Looks like a beautiful day 2day... The day calls 4 a chill day out in Santa Monica or Quad riding 
435810,0,2065511713,Sun Jun 07 08:44:51 PDT 2009,NO_QUERY,battleangel,will most likey send her new notebook back and get another one 
853306,4,1573152571,Mon Apr 20 23:56:07 PDT 2009,NO_QUERY,Rosaapril,@Don_J Mawwwwning 
205827,0,1972975706,Sat May 30 10:14:24 PDT 2009,NO_QUERY,ngaulin,@donttrythis I know not family friendly..  I will think up something else. Something with Video Games. Like do violent video games ra ...
1074343,4,1966948132,Fri May 29 18:41:37 PDT 2009,NO_QUERY,stelzii,Good morning everyone. It's 9:45 on my clock.  Have a nice day. 
1571530,4,2188785049,Mon Jun 15 22:33:33 PDT 2009,NO_QUERY,clippercutqueen,@IamCROS1 No..the real wifey ride would be that new Grand Caravan! Yaaay Soccer Mom 
547499,0,2202091153,Tue Jun 16 21:13:39 PDT 2009,NO_QUERY,rickhurley,dunno why but i deleted a bunch of post now my page is lame 
526284,0,2194211221,Tue Jun 16 09:29:30 PDT 2009,NO_QUERY,chinatheblack,"off to lunch with the girls...my grandson suppose to come in again today, i was told he's coming in too often  i think it's true tho "
735602,0,2264823943,Sun Jun 21 05:02:39 PDT 2009,NO_QUERY,bananacoloured,@Moncherieh http://bit.ly/13we6H   It says they're not coming 
816002,4,1551301952,Sat Apr 18 08:41:33 PDT 2009,NO_QUERY,tjasko,WOW! Great weather! It's ~70F here! 
880447,4,1685642625,Sun May 03 01:20:35 PDT 2009,NO_QUERY,LalaSingian,@LoveALittleLess  NIKKAAAAY!!!  are you going to badminton tomorrow? \/
384209,0,2053364493,Sat Jun 06 04:17:10 PDT 2009,NO_QUERY,dizzledrizzle,"i feel so shit today, i ate like a pig even though its not my free day..  two days in a row, eating rubbish!  boooo..."
290745,0,1995460425,Mon Jun 01 13:31:32 PDT 2009,NO_QUERY,mommyuv2grlz,"Hanging around the house today, because my little one's allergies are acting up.  My poor baby. "
543083,0,2200654724,Tue Jun 16 19:11:30 PDT 2009,NO_QUERY,rachelahrens,"@Michael_Cera michael, i need a hug "
698782,0,2254236294,Sat Jun 20 09:26:18 PDT 2009,NO_QUERY,genessar,"yup, worst week ever, just found a friend has stage 3 lymphoma and started chemo yesterday "
392724,0,2055217647,Sat Jun 06 08:55:14 PDT 2009,NO_QUERY,RawrGoJess,@AmazingPhil I know u didnt get onto BB  but are you seriously gonna be on the weakest link??
1087691,4,1969460428,Sat May 30 00:06:19 PDT 2009,NO_QUERY,justincavazos,@dustbunniesss i'm happy that you're menstruating 
236311,0,1979958024,Sun May 31 05:10:13 PDT 2009,NO_QUERY,iamgaberosales,@justinemuch it was pero it was kulaaaang.  Eina called and she thought you were there cuz she thought we're magkaboses.
326427,0,2008170054,Tue Jun 02 13:43:36 PDT 2009,NO_QUERY,JulietDinkins,so twitter is being dumb and wont let me change my background 
1341535,4,2031695052,Thu Jun 04 10:11:08 PDT 2009,NO_QUERY,Lidane,Hello to all you lovely GQMF people at ontd_startrek! Best. Community. EVAR. I love you all! 
685609,0,2250818465,Sat Jun 20 01:34:49 PDT 2009,NO_QUERY,bricklep,i am drunk and the party stopped 
363415,0,2047831168,Fri Jun 05 14:14:50 PDT 2009,NO_QUERY,NoTORIousTori,"@TeamUKskyvixen  sad face! Ok...deep breaths....regroup....close ur eyes n gooo!! (well, open your eyes again, 1st)  it'll b perfect!"
160767,0,1957143446,Thu May 28 23:38:24 PDT 2009,NO_QUERY,gayish,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8 
573319,0,2209795348,Wed Jun 17 10:48:24 PDT 2009,NO_QUERY,dhsmostwanted,no 3.0 for now... Internet @ sbux was down and by the time I got my coffee I don't have enough time to go to the sbux across the street!! 
900480,4,1694052377,Mon May 04 00:52:20 PDT 2009,NO_QUERY,xoxoxoe,"took mr timothy for a run, he's quite fast if i hold up his bottom "
526887,0,2194427996,Tue Jun 16 09:46:53 PDT 2009,NO_QUERY,TheSpottedOlive,Off to a very late start today.  
616436,0,2226663143,Thu Jun 18 12:13:44 PDT 2009,NO_QUERY,juxtaposelove,rain rain go away ... no power 
978899,4,1833877892,Mon May 18 00:47:00 PDT 2009,NO_QUERY,RoryGrant,"Just going for a shower, then closely followed by a session of revision listening to Radio 1 "
39731,0,1573610897,Tue Apr 21 01:59:59 PDT 2009,NO_QUERY,angel81244,is wondering how much longer she is gonna have to put up with this cold?  off to watch some supernatural to make me feel better  xxx
1134033,4,1976272333,Sat May 30 16:58:03 PDT 2009,NO_QUERY,NathalieBarney,"@Testarossa_78 A little bit, but mostly now that it's here I'm excited. Mostly... "
1468194,4,2064712596,Sun Jun 07 06:59:26 PDT 2009,NO_QUERY,wtkelcie,takin a walk on the beach   loves it!
1339472,4,2018642589,Wed Jun 03 10:17:02 PDT 2009,NO_QUERY,Mackwin1337,Trencher is the shit. 
1189033,4,1983449700,Sun May 31 13:10:41 PDT 2009,NO_QUERY,Chassidy7,Aww boonopolis how is the house. How's my room? 
360121,0,2046186589,Fri Jun 05 11:49:05 PDT 2009,NO_QUERY,carl_christian,Ferdig med 'Pragmatic programmer'. 'Working with effectively with legacy code' blir neste bok. Refaktorering er mer matnyttig en Scala nÃ¥ 
245972,0,1982133242,Sun May 31 10:35:38 PDT 2009,NO_QUERY,Dwarfette,"My dad is going to Montreal, Quebec today until Thursday for a buisiness trip. Gonna miss him a lot. "
545616,0,2201492982,Tue Jun 16 20:21:06 PDT 2009,NO_QUERY,bluestatus,"@breakfastt Thanks for calling me a pansy.  It's not that I'm afraid of thunder, it's that I'm afraid of getting struck by lightning."
797917,0,2328350136,Thu Jun 25 09:28:29 PDT 2009,NO_QUERY,AuntieLanna,I pulled a muscle in my side yesterday. And it really hurts. 
732429,0,2264068249,Sun Jun 21 02:40:48 PDT 2009,NO_QUERY,mollymcgovernxo,maths revision 
974847,4,1833433966,Sun May 17 23:16:20 PDT 2009,NO_QUERY,simchabe,@seattle98122   you should show them a microwave - they will be even more amazed.
118011,0,1827746721,Sun May 17 11:21:37 PDT 2009,NO_QUERY,srbelle,My back is burnt  &amp; now I am going to have the worst tan line ever.
745108,0,2282166686,Mon Jun 22 11:01:31 PDT 2009,NO_QUERY,EricaSchulze,I don't think Arizona gets monsoons anymore 
545461,0,2201443375,Tue Jun 16 20:16:55 PDT 2009,NO_QUERY,misslion89,"@znelson Yeah....it's pretty far.  Like my sister said..a good few states away.  Depressing, huh? I've never been away from her this long "
296982,0,1997271924,Mon Jun 01 16:33:25 PDT 2009,NO_QUERY,Mad_Murr,Trying to find the first account I set up on Twitter - name is taken but they can't find me when I log in 
1464680,4,2064262845,Sun Jun 07 05:45:21 PDT 2009,NO_QUERY,musiclovers09,good morning everyone!! going to ride some bmx today 
